C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_16_641.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_16_641.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_16_641.jpg, 0, 0, 0, 0.001304681
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_16_741.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_16_741.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_16_741.jpg, 0, 0, 0, 0.002593344
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_16_842.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_16_842.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_16_842.jpg, 0, 0, 0, 0.002702885
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_16_944.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_16_944.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_16_944.jpg, 0, 0, 0, 0.001369704
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_045.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_045.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_045.jpg, 0, 0, 0, 0.00262124
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_144.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_144.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_144.jpg, 0, 0, 0, 0.002817467
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_246.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_246.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_246.jpg, 0, 0, 0, 0.001254985
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_348.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_348.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_348.jpg, 0, 0, 0, 0.002642483
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_449.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_449.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_449.jpg, 0, 0, 0, 0.002777171
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_551.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_551.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_551.jpg, 0, 0, 0, 0.002710191
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_653.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_653.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_653.jpg, 0, 0, 0, 0.005243859
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_753.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_753.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_753.jpg, 0, 0, 0, 0.003536519
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_854.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_854.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_854.jpg, 0, 0, 0, 0.007109025
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_17_954.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_17_954.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_17_954.jpg, 0, 0, 0, 0.008311351
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_054.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_054.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_054.jpg, 0, 0, 0, 0.002876487
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_155.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_155.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_155.jpg, 0, 0, 0, 0.006178018
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_258.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_258.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_258.jpg, 0, 0, 0, 0.002383942
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_358.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_358.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_358.jpg, 0, 0, 0, 0.006934073
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_462.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_462.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_462.jpg, 0, 0, 0, 0.005207588
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_561.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_561.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_561.jpg, 0, 0, 0, 0.00653269
C:\Users\alali\Desktop\Data\IMG\center_2022_05_12_12_18_18_664.jpg, C:\Users\alali\Desktop\Data\IMG\left_2022_05_12_12_18_18_664.jpg, C:\Users\alali\Desktop\Data\IMG\right_2022_05_12_12_18_18_664.jpg, 0, 0, 0, 0.00837795
